id,round,teamId,serviceId,score,stolen,lost,attackerScore,victimScore
1433,4,27,0,5000,0,0,0,0
1438,4,27,5,4953.634786893254,0,3,0,-46.365213106746204
1443,4,28,2,5000,0,0,0,0
1448,4,28,7,5000,0,0,0,0
1453,4,29,4,5000,0,0,0,0
1458,4,30,1,5000,0,0,0,0
324,1,2,3,5000,0,0,0,0
326,1,2,5,5000,0,0,0,0
334,1,3,3,5000,0,0,0,0
336,1,3,7,5000,0,0,0,0
343,1,4,6,5000,0,0,0,0
347,1,5,4,5000,0,0,0,0
351,1,6,1,5000,0,0,0,0
359,1,6,6,5000,0,0,0,0
362,1,7,3,5000,0,0,0,0
367,1,8,0,5000,0,0,0,0
374,1,8,5,5000,0,0,0,0
378,1,9,0,5000,0,0,0,0
382,1,9,5,5000,0,0,0,0
386,1,10,1,5000,0,0,0,0
394,1,10,7,5000,0,0,0,0
397,1,11,3,5000,0,0,0,0
402,1,12,0,5000,0,0,0,0
407,1,12,6,5000,0,0,0,0
411,1,13,2,5000,0,0,0,0
417,1,14,0,5000,0,0,0,0
422,1,14,5,5000,0,0,0,0
427,1,15,1,5000,0,0,0,0
431,1,15,6,5000,0,0,0,0
437,1,16,4,5000,0,0,0,0
441,1,17,0,5000,0,0,0,0
447,1,17,6,5000,0,0,0,0
452,1,18,3,5000,0,0,0,0
457,1,19,0,5000,0,0,0,0
461,1,19,4,5000,0,0,0,0
466,1,20,1,5000,0,0,0,0
472,1,20,7,5000,0,0,0,0
476,1,21,3,5000,0,0,0,0
482,1,22,1,5000,0,0,0,0
487,1,22,6,5000,0,0,0,0
491,1,23,2,5000,0,0,0,0
497,1,24,0,5000,0,0,0,0
502,1,24,5,5000,0,0,0,0
506,1,25,1,5000,0,0,0,0
512,1,25,6,5000,0,0,0,0
516,1,26,3,5000,0,0,0,0
522,1,27,1,5000,0,0,0,0
526,1,27,5,5000,0,0,0,0
532,1,28,3,5000,0,0,0,0
537,1,28,7,5000,0,0,0,0
542,1,29,5,5000,0,0,0,0
546,1,30,2,5000,0,0,0,0
551,1,30,6,5000,0,0,0,0
556,1,31,3,5000,0,0,0,0
562,1,32,1,5000,0,0,0,0
566,1,32,5,5000,0,0,0,0
572,1,33,2,5000,0,0,0,0
577,1,34,0,5000,0,0,0,0
581,1,34,5,5000,0,0,0,0
587,1,35,2,5000,0,0,0,0
592,1,35,7,5000,0,0,0,0
596,1,36,3,5000,0,0,0,0
601,1,37,0,5000,0,0,0,0
606,1,37,6,5000,0,0,0,0
1219,4,0,1,5000,0,0,0,0
1224,4,1,0,5000,0,0,0,0
1231,4,1,4,5000,0,0,0,0
1233,4,2,0,5000,0,0,0,0
1239,4,2,6,5000,0,0,0,0
1246,4,3,4,5000,0,0,0,0
1249,4,4,1,5000,0,0,0,0
1254,4,4,5,4953.634786893254,0,3,0,-46.365213106746204
1259,4,5,2,5000,0,0,0,0
1263,4,5,6,5000,0,0,0,0
1270,4,6,5,4953.634786893254,0,3,0,-46.365213106746204
1275,4,7,1,5000,0,0,0,0
1281,4,8,0,5000,0,0,0,0
1284,4,8,3,4849.417870270787,0,9,0,-150.58212972921555
1291,4,9,2,5000,0,0,0,0
1294,4,9,5,4953.634786893254,0,3,0,-46.365213106746204
1300,4,10,3,5000,0,0,0,0
1305,4,11,0,5000,0,0,0,0
1312,4,11,7,5000,0,0,0,0
1316,4,12,4,5000,0,0,0,0
1320,4,13,0,5000,0,0,0,0
1325,4,13,4,5000,0,0,0,0
1332,4,14,3,5099.556017901289,6,0,99.55601790129023,0
1337,4,14,7,5000,0,0,0,0
1341,4,15,4,5000,0,0,0,0
1345,4,16,0,5000,0,0,0,0
1352,4,16,6,5000,0,0,0,0
1355,4,17,3,5000,0,0,0,0
1362,4,18,1,5000,0,0,0,0
1367,4,18,6,5000,0,0,0,0
1371,4,19,2,5000,0,0,0,0
1376,4,19,6,5000,0,0,0,0
1382,4,20,5,4967.837223875749,0,2,0,-32.16277612425152
1386,4,21,2,5000,0,0,0,0
1390,4,21,5,4953.634786893254,0,3,0,-46.365213106746204
1396,4,22,2,5000,0,0,0,0
1401,4,23,0,5000,0,0,0,0
1405,4,23,4,5000,0,0,0,0
1412,4,24,3,5000,0,0,0,0
1415,4,25,0,5000,0,0,0,0
1422,4,25,3,5033.30323046271,2,0,33.30323046271115,0
1427,4,26,2,5000,0,0,0,0
1430,4,26,5,4953.634786893254,0,3,0,-46.365213106746204
1435,4,27,2,5000,0,0,0,0
1440,4,27,7,5000,0,0,0,0
1445,4,28,4,5000,0,0,0,0
1450,4,29,1,5000,0,0,0,0
1455,4,29,6,5000,0,0,0,0
1460,4,30,3,5000,0,0,0,0
325,1,2,4,5000,0,0,0,0
330,1,3,1,5000,0,0,0,0
335,1,3,6,5000,0,0,0,0
340,1,4,3,5000,0,0,0,0
345,1,5,0,5000,0,0,0,0
350,1,5,5,5000,0,0,0,0
355,1,6,2,5000,0,0,0,0
360,1,6,7,5000,0,0,0,0
365,1,7,4,5000,0,0,0,0
